issue,quotation_bucket,championship_id,score,matches,forecasts,score_forecasts,player_weighted_share,match_weighted_share,ci95_low,ci95_high
away,60-80,all,1-2,78,5599,1547,0.27629933916770855,0.2847252424832488,0.2644280210641144,0.30502246390238325
away,60-80,all,0-1,78,5599,1261,0.2252187890694767,0.24283491804166865,0.2111936928742313,0.274476143209106
away,60-80,all,0-2,78,5599,1252,0.22361135917128058,0.2168067113991936,0.20084946911245083,0.2327639536859364
away,60-80,all,1-3,78,5599,838,0.14966958385425969,0.14242578975838335,0.126130463502935,0.1587211160138317
away,60-80,all,0-3,78,5599,368,0.06572602250401857,0.058629886473636664,0.04753252616664357,0.06972724678062976
away,60-80,all,2-3,78,5599,107,0.019110555456331488,0.019057068584565413,0.013907043706218305,0.02420709346291252
away,60-80,all,1-4,78,5599,113,0.020182175388462224,0.01768766615767405,0.011753489461270196,0.023621842854077903
away,60-80,all,0-4,78,5599,57,0.010180389355242007,0.008832803383298792,0.006061278143446781,0.011604328623150802
away,60-80,all,2-4,78,5599,23,0.004107876406501161,0.003828765926098726,0.0018995823879396992,0.005757949464257753
away,60-80,all,0-5,78,5599,13,0.002321843186283265,0.001929327431901236,0.0007889922235105467,0.0030696626402919253
away,60-80,all,1-5,78,5599,10,0.001786033220217896,0.0015741996808926785,0.00046884629406579947,0.0026795530677195577
away,60-80,all,3-4,78,5599,4,0.0007144132880871584,0.0007585977768776689,0.0,0.0016248134448164301
away,60-80,all,2-5,78,5599,3,0.0005358099660653688,0.0004186710835616199,0.0,0.0008865944594047176
away,60-80,all,0-6,78,5599,2,0.0003572066440435792,0.00027305499153239043,0.0,0.0006492209634181342
away,60-80,all,1-8,78,5599,1,0.0001786033220217896,0.000217296827466319,0.0,0.0006431986093003038
away,80-100,all,1-2,98,4440,1457,0.32815315315315313,0.3391225028937337,0.3181880866328866,0.36005691915458077
away,80-100,all,0-1,98,4440,1325,0.29842342342342343,0.33436989494405195,0.3030488069697203,0.3656909829183836
away,80-100,all,0-2,98,4440,867,0.19527027027027027,0.17049016516322998,0.15217492856761436,0.1888054017588456
away,80-100,all,1-3,98,4440,449,0.10112612612612612,0.0846566400155303,0.07240396214155105,0.09690931788950956
away,80-100,all,2-3,98,4440,140,0.03153153153153153,0.033899062901949155,0.025818397087569,0.04197972871632931
away,80-100,all,0-3,98,4440,131,0.029504504504504505,0.022816866819695227,0.01758871413190105,0.028045019507489402
away,80-100,all,1-4,98,4440,29,0.006531531531531532,0.00541544362232597,0.003019675860830048,0.007811211383821892
away,80-100,all,2-4,98,4440,21,0.00472972972972973,0.005019269161932717,0.0022535302373484414,0.007785008086516993
away,80-100,all,0-4,98,4440,12,0.002702702702702703,0.0020452000722610587,0.0007420608477732571,0.0033483392967488604
away,80-100,all,3-4,98,4440,2,0.00045045045045045046,0.000663265306122449,0.0,0.001602282120306085
away,80-100,all,0-5,98,4440,3,0.0006756756756756757,0.0006234431375177329,0.0,0.001418061569082587
away,80-100,all,2-5,98,4440,1,0.00022522522522522523,0.0003291639236339697,0.0,0.0009743252139565516
away,80-100,all,1-8,98,4440,1,0.00022522522522522523,0.00026164311878597594,0.0,0.0007744636316064881
away,80-100,all,1-5,98,4440,1,0.00022522522522522523,0.00014371945961483184,0.0,0.0004254096004599029
away,80-100,all,2-6,98,4440,1,0.00022522522522522523,0.00014371945961483184,0.0,0.0004254096004599029
away,100-120,all,1-2,93,2839,1173,0.41317365269461076,0.4256861189366585,0.3972085578533759,0.45416368001994106
away,100-120,all,0-1,93,2839,756,0.26629094751673127,0.3021238691969443,0.2637373712001049,0.3405103671937837
away,100-120,all,0-2,93,2839,390,0.13737231419513912,0.12201329077792462,0.10509789167974393,0.13892868987610532
away,100-120,all,1-3,93,2839,266,0.09369496301514618,0.07512148419310097,0.058682186434835124,0.09156078195136681
away,100-120,all,2-3,93,2839,153,0.05389221556886228,0.04732298244132968,0.03523529131201924,0.05941067357064012
away,100-120,all,0-3,93,2839,63,0.022190912293060937,0.017904925955829508,0.011745460174419855,0.024064391737239163
away,100-120,all,2-4,93,2839,15,0.0052835505459668895,0.004630559512517942,0.0009632691993980008,0.008297849825637884
away,100-120,all,1-4,93,2839,8,0.0028178936245156746,0.001890601224012661,0.0004224112202488165,0.003358791227776506
away,100-120,all,3-4,93,2839,6,0.0021134202183867557,0.0014971879657787975,0.00012759527559090783,0.0028667806559666874
away,100-120,all,0-4,93,2839,6,0.0021134202183867557,0.0011313870413436394,0.0002278052515992128,0.0020349688310880663
away,100-120,all,0-5,93,2839,2,0.0007044734061289186,0.0004820893332494917,0.0,0.0011567817943064812
away,100-120,all,2-5,93,2839,1,0.0003522367030644593,0.00019550342130987292,0.0,0.0005786901270772238
away,120-150,all,1-2,126,1606,674,0.41967621419676215,0.4467413338030164,0.40247571882800437,0.4910069487780284
away,120-150,all,0-1,126,1606,539,0.3356164383561644,0.3444391573635289,0.2974532005395573,0.39142511418750053
away,120-150,all,0-2,126,1606,162,0.10087173100871731,0.09090033220366743,0.06696098755333621,0.11483967685399865
away,120-150,all,1-3,126,1606,102,0.06351183063511831,0.05396960439948112,0.03861742064264635,0.06932178815631589
away,120-150,all,2-3,126,1606,85,0.05292652552926526,0.04123234049695308,0.0266038672246551,0.05586081376925106
away,120-150,all,0-3,126,1606,16,0.009962640099626401,0.007483083934144119,0.002016421770694541,0.012949746097593695
away,120-150,all,2-10,126,1606,1,0.0006226650062266501,0.003968253968253968,0.0,0.011746031746031746
away,120-150,all,2-4,126,1606,11,0.00684931506849315,0.003697228697228697,0.00033474706589043963,0.007059710328566954
away,120-150,all,3-4,126,1606,6,0.0037359900373599006,0.0031948312956064893,0.0,0.006898856689097849
away,120-150,all,1-4,126,1606,4,0.0024906600249066002,0.0013294245437102579,0.0,0.0028135025387085255
away,120-150,all,1-8,126,1606,1,0.0006226650062266501,0.000992063492063492,0.0,0.0029365079365079364
away,120-150,all,2-8,126,1606,1,0.0006226650062266501,0.000992063492063492,0.0,0.0029365079365079364
away,120-150,all,4-5,126,1606,1,0.0006226650062266501,0.000496031746031746,0.0,0.0014682539682539682
away,120-150,all,3-5,126,1606,2,0.0012453300124533001,0.0003838753838753839,0.0,0.000914743243087529
away,120-150,all,0-5,126,1606,1,0.0006226650062266501,0.00018037518037518038,0.0,0.0005339105339105339
away,150-1000,all,1-2,91,525,236,0.44952380952380955,0.4395435064307497,0.37698664564743967,0.5021003672140597
away,150-1000,all,0-1,91,525,175,0.3333333333333333,0.32548429618902613,0.2623098692765634,0.38865872310148886
away,150-1000,all,0-2,91,525,57,0.10857142857142857,0.10806632308782332,0.06407604362759634,0.1520566025480503
away,150-1000,all,2-3,91,525,22,0.0419047619047619,0.05179148893434608,0.0220268817361539,0.08155609613253827
away,150-1000,all,1-3,91,525,24,0.045714285714285714,0.0465372941722679,0.016923107296615423,0.07615148104792038
away,150-1000,all,0-3,91,525,7,0.013333333333333334,0.012093574702270354,0.0,0.025212120509033417
away,150-1000,all,3-8,91,525,2,0.0038095238095238095,0.008241758241758242,0.0,0.02022849208785547
away,150-1000,all,2-8,91,525,1,0.0019047619047619048,0.005494505494505495,0.0,0.016263736263736263
away,150-1000,all,0-6,91,525,1,0.0019047619047619048,0.0027472527472527475,0.0,0.00813186813186813
draw,100-120,all,1-1,249,6483,4139,0.6384389942927657,0.6404774152992612,0.6242588139809829,0.6566960166175394
draw,100-120,all,2-2,249,6483,1110,0.17121702915316983,0.19700475615371124,0.17967495003339803,0.21433456227402445
draw,100-120,all,0-0,249,6483,1199,0.18494524140058616,0.1559046633254001,0.1403712774541808,0.1714380491966194
draw,100-120,all,3-3,249,6483,34,0.005244485577664661,0.006537390424324802,0.0038325294864186552,0.00924225136223095
draw,100-120,all,4-4,249,6483,1,0.00015424957581366652,7.577479730241721e-05,0.0,0.00022429340001515417
draw,120-150,all,1-1,260,3424,2177,0.6358060747663551,0.6284829488393043,0.6011085961815603,0.6558573014970484
draw,120-150,all,2-2,260,3424,755,0.22050233644859812,0.25203151062994916,0.22345094524564585,0.2806120760142525
draw,120-150,all,0-0,260,3424,454,0.13259345794392524,0.11158283721689535,0.09613554488930974,0.12703012954448095
draw,120-150,all,3-3,260,3424,37,0.01080607476635514,0.007801488738952319,0.0032766699048167158,0.012326307573087922
draw,120-150,all,4-4,260,3424,1,0.0002920560747663551,0.00010121457489878542,0.0,0.0002995951417004051
draw,150-1000,all,1-1,31,199,136,0.6834170854271356,0.6652306474887121,0.5598967855384385,0.7705645094389857
draw,150-1000,all,2-2,31,199,45,0.22613065326633167,0.25289763999441417,0.14159845599114385,0.3641968239976845
draw,150-1000,all,0-0,31,199,17,0.08542713567839195,0.06574268025880929,0.02883740707102063,0.10264795344659795
draw,150-1000,all,3-3,31,199,1,0.005025125628140704,0.016129032258064516,0.0,0.04774193548387098
home,0-40,all,2-0,48,4287,1128,0.2631210636808957,0.26375201587999014,0.24002685653364858,0.2874771752263317
home,0-40,all,3-0,48,4287,919,0.21436902262654536,0.20976231419762906,0.18585693431646638,0.23366769407879173
home,0-40,all,3-1,48,4287,544,0.12689526475390717,0.12818243559840206,0.11261198017536936,0.14375289102143476
home,0-40,all,1-0,48,4287,465,0.10846745976207138,0.11375517984764766,0.09019427379563764,0.13731608589965769
home,0-40,all,2-1,48,4287,372,0.0867739678096571,0.09124920495645072,0.07063390560870461,0.11186450430419684
home,0-40,all,4-0,48,4287,302,0.07044553300676464,0.06741300159646225,0.05205353021367764,0.08277247297924686
home,0-40,all,4-1,48,4287,213,0.0496850944716585,0.048377879626156584,0.03881064340606141,0.057945115846251755
home,0-40,all,5-0,48,4287,129,0.030090972708187544,0.028590779820630217,0.019192378624546223,0.03798918101671421
home,0-40,all,5-1,48,4287,61,0.014229064613949148,0.01361363047620836,0.009183700846342832,0.01804356010607389
home,0-40,all,3-2,48,4287,48,0.01119664100769769,0.01148118006576825,0.007561084471573902,0.0154012756599626
home,0-40,all,6-0,48,4287,45,0.010496850944716585,0.009914799135162392,0.00388398114648291,0.015945617123841873
home,0-40,all,4-2,48,4287,29,0.0067646372754840214,0.006765070056701381,0.00396104846403094,0.009569091649371822
home,0-40,all,5-2,48,4287,12,0.0027991602519244225,0.002641849228800471,0.0009546231917583648,0.004329075265842577
home,0-40,all,6-1,48,4287,10,0.002332633543270352,0.0023224322436867784,0.0007233979078331511,0.0039214665795404054
home,0-40,all,7-1,48,4287,3,0.0006997900629811056,0.0006293805926984451,0.0,0.0013263844446555072
home,0-40,all,7-0,48,4287,2,0.00046652670865407047,0.00045295206585529166,0.0,0.0010740356840180597
home,0-40,all,8-0,48,4287,2,0.00046652670865407047,0.00043179052119129437,0.0,0.001023829427559721
home,0-40,all,6-2,48,4287,2,0.00046652670865407047,0.0004273616663160109,0.0,0.0010133278902395141
home,0-40,all,4-3,48,4287,1,0.00023326335432703523,0.00023674242424242425,0.0,0.0007007575757575756
home,40-60,all,2-0,89,7301,2140,0.2931105328037255,0.286333790611097,0.2679875737069339,0.3046800075152601
home,40-60,all,1-0,89,7301,1468,0.20106834680180796,0.21677655626500597,0.18536257841762663,0.2481905341123853
home,40-60,all,2-1,89,7301,1347,0.18449527461991508,0.19199938604779887,0.17100776394652537,0.21299100814907237
home,40-60,all,3-1,89,7301,918,0.12573620052047665,0.12103993747881289,0.10773411202355376,0.13434576293407202
home,40-60,all,3-0,89,7301,893,0.1223120120531434,0.11438911617318905,0.09858703824652137,0.13019119409985672
home,40-60,all,4-0,89,7301,146,0.019997260649226134,0.01861774190306207,0.013364369000772548,0.02387111480535159
home,40-60,all,3-2,89,7301,135,0.018490617723599508,0.01848981905849525,0.013463783439670614,0.02351585467731989
home,40-60,all,4-1,89,7301,129,0.01766881249143953,0.016296692944150173,0.01151440239581164,0.021078983492488705
home,40-60,all,4-2,89,7301,34,0.004656896315573209,0.004705989694721058,0.003009103963939734,0.006402875425502382
home,40-60,all,5-0,89,7301,38,0.005204766470346528,0.004648895573328783,0.0022896483134122528,0.007008142833245313
home,40-60,all,5-1,89,7301,34,0.004656896315573209,0.004311858793290507,0.0025824043256580456,0.0060413132609229685
home,40-60,all,4-3,89,7301,5,0.0006848376934666484,0.0006509173692539694,0.0,0.0013193840444386895
home,40-60,all,6-1,89,7301,4,0.0005478701547733187,0.0005022385449845563,1.70080510162934e-05,0.0009874690389528192
home,40-60,all,5-2,89,7301,4,0.0005478701547733187,0.0004902617758578523,1.7862453956485574e-05,0.0009626610977592191
home,40-60,all,6-0,89,7301,3,0.00041090261607998904,0.0003659650498076914,0.0,0.0007758977619809213
home,40-60,all,5-4,89,7301,1,0.00013696753869332968,0.0001306506401881369,0.0,0.0003867258949568853
home,40-60,all,7-0,89,7301,1,0.00013696753869332968,0.0001306506401881369,0.0,0.0003867258949568856
home,40-60,all,5-3,89,7301,1,0.00013696753869332968,0.00011953143676786995,0.0,0.0003538130528328953
home,60-80,all,1-0,117,7572,2316,0.3058637083993661,0.3265474228899009,0.30020462566908807,0.35289022011071375
home,60-80,all,2-1,117,7572,1935,0.25554675118858955,0.26342887386675456,0.2466363349061736,0.28022141282733554
home,60-80,all,2-0,117,7572,1870,0.24696249339672477,0.2289355113647259,0.21313157852916947,0.24473944420028232
home,60-80,all,3-1,117,7572,746,0.09852086634970945,0.09264376645742964,0.08119059011046717,0.1040969428043921
home,60-80,all,3-0,117,7572,324,0.042789223454833596,0.035427087270825726,0.02854069654425182,0.04231347799739963
home,60-80,all,3-2,117,7572,213,0.028129952456418382,0.03333476226630703,0.024421916111779816,0.04224760842083424
home,60-80,all,4-1,117,7572,64,0.008452192287374538,0.007620912891164894,0.005340541503092366,0.009901284279237421
home,60-80,all,4-2,117,7572,38,0.005018489170628632,0.004870414662078628,0.003057834272983115,0.006682995051174141
home,60-80,all,4-0,117,7572,36,0.004754358161648178,0.0037522632147085028,0.002255223088615113,0.005249303340801892
home,60-80,all,5-1,117,7572,10,0.0013206550449022716,0.0011475142228745884,0.0004273170118854584,0.0018677114338637186
home,60-80,all,4-3,117,7572,7,0.0009244585314315901,0.0009243251817540054,0.0002268044260230964,0.0016218459374849146
home,60-80,all,5-0,117,7572,5,0.0006603275224511358,0.00047366065747869387,6.528780469664946e-05,0.0008820335102607383
home,60-80,all,5-2,117,7572,3,0.0003961965134706815,0.00029932800515594226,0.0,0.0006372610174141102
home,60-80,all,10-0,117,7572,1,0.00013206550449022716,0.0001643655489809336,0.0,0.0004865220249835625
home,60-80,all,9-1,117,7572,1,0.00013206550449022716,0.00013149243918474687,0.0,0.0003892176199868504
home,60-80,all,5-4,117,7572,1,0.00013206550449022716,0.00011870845204178537,0.0,0.00035137701804368416
home,60-80,all,6-0,117,7572,1,0.00013206550449022716,9.496676163342831e-05,0.0,0.0002811016144349474
home,60-80,all,6-1,117,7572,1,0.00013206550449022716,8.462384700008462e-05,0.0,0.0002504865871202503
home,80-100,all,1-0,90,3758,1366,0.3634912187333688,0.3948514960203576,0.35883573094485105,0.4308672610958641
home,80-100,all,2-1,90,3758,1261,0.33555082490686533,0.33503315525477273,0.3102217671064931,0.3598445434030524
home,80-100,all,2-0,90,3758,633,0.1684406599254923,0.15224356990469073,0.13545110023263118,0.16903603957675029
home,80-100,all,3-1,90,3758,250,0.06652474720596062,0.05282285356731051,0.04070354441948085,0.06494216271514017
home,80-100,all,3-2,90,3758,132,0.03512506652474721,0.033618611926157706,0.02494283632851322,0.04229438752380219
home,80-100,all,3-0,90,3758,71,0.018893028206492815,0.019098522559602676,0.010400452844213546,0.02779659227499181
home,80-100,all,4-1,90,3758,13,0.003459286854709952,0.006001597483790839,0.0,0.013601973064986627
home,80-100,all,4-2,90,3758,11,0.002927088877062267,0.0021284871433209754,0.0006856420257026073,0.0035713322609393435
home,80-100,all,4-3,90,3758,6,0.0015965939329430547,0.0013971932938341206,0.00030569870783818333,0.0024886878798300576
home,80-100,all,4-0,90,3758,8,0.0021287919105907396,0.0013087698057036234,0.00023352124657621104,0.002384018364831036
home,80-100,all,5-0,90,3758,3,0.0007982969664715274,0.0004510921177587844,0.0,0.0011144990187671269
home,80-100,all,6-1,90,3758,1,0.00026609898882384245,0.00031746031746031746,0.0,0.0009396825396825391
home,80-100,all,5-1,90,3758,1,0.00026609898882384245,0.00027100271002710027,0.0,0.0008021680216802166
home,80-100,all,8-2,90,3758,1,0.00026609898882384245,0.00027100271002710027,0.0,0.0008021680216802166
home,80-100,all,10-0,90,3758,1,0.00026609898882384245,0.00018518518518518518,0.0,0.0005481481481481496
home,100-120,all,1-0,98,2268,911,0.40167548500881833,0.418753373606022,0.38105362195242165,0.45645312525962234
home,100-120,all,2-1,98,2268,832,0.36684303350970016,0.3721239445526858,0.34330037483854936,0.4009475142668223
home,100-120,all,2-0,98,2268,301,0.13271604938271606,0.12107931055373745,0.10349990872040488,0.13865871238707003
home,100-120,all,3-1,98,2268,101,0.0445326278659612,0.03392365006760753,0.02318452674525468,0.04466277338996038
home,100-120,all,3-2,98,2268,71,0.03130511463844797,0.029272283687948597,0.018612322962688145,0.03993224441320905
home,100-120,all,3-0,98,2268,27,0.011904761904761904,0.011374012722564029,0.005464328226036531,0.017283697219091527
home,100-120,all,4-2,98,2268,7,0.0030864197530864196,0.0025354630290399527,0.00046957340308171605,0.004601352654998189
home,100-120,all,4-0,98,2268,4,0.001763668430335097,0.002519240019240019,0.0,0.005971027055319791
home,100-120,all,4-1,98,2268,7,0.0030864197530864196,0.0025183874895146605,0.00029089156405065096,0.004745883414978671
home,100-120,all,5-0,98,2268,1,0.0004409171075837742,0.0020408163265306124,0.0,0.006040816326530611
home,100-120,all,4-3,98,2268,4,0.001763668430335097,0.0016729290238262794,0.0,0.003363612939097359
home,100-120,all,6-1,98,2268,1,0.0004409171075837742,0.0014577259475218659,0.0,0.004314868804664725
home,100-120,all,5-1,98,2268,1,0.0004409171075837742,0.0007288629737609329,0.0,0.002157434402332362
home,120-150,all,1-0,76,834,370,0.44364508393285373,0.4613160660319853,0.40226756112259104,0.5203645709413796
home,120-150,all,2-1,76,834,334,0.40047961630695444,0.42157180523531024,0.3650687301780936,0.47807488029252687
home,120-150,all,2-0,76,834,71,0.08513189448441247,0.052718834111262595,0.034931853186302,0.07050581503622319
home,120-150,all,3-2,76,834,25,0.02997601918465228,0.031528864035083225,0.013904167791487787,0.04915356027867866
home,120-150,all,3-0,76,834,10,0.011990407673860911,0.012849973822612501,0.0015054550249860733,0.024194492620238928
home,120-150,all,3-1,76,834,17,0.02038369304556355,0.012772909788959978,0.005986745607506661,0.019559073970413295
home,120-150,all,4-1,76,834,2,0.002398081534772182,0.002966976264189886,0.0,0.007505963743984474
home,120-150,all,4-2,76,834,2,0.002398081534772182,0.002302631578947368,0.0,0.005758645580556257
home,120-150,all,4-0,76,834,2,0.002398081534772182,0.0015182186234817814,0.0,0.0037243199421403547
home,120-150,all,8-2,76,834,1,0.001199040767386091,0.00045372050816696913,0.0,0.0013430127041742291
home,150-1000,all,1-0,22,135,66,0.4888888888888889,0.5627164502164501,0.42975186283775724,0.695681037595143
home,150-1000,all,2-1,22,135,54,0.4,0.3550865800865801,0.2302312122759185,0.47994194789724176
home,150-1000,all,2-0,22,135,9,0.06666666666666667,0.054491341991341986,0.006016782634854459,0.10296590134782951
home,150-1000,all,6-1,22,135,1,0.007407407407407408,0.011363636363636364,0.0,0.033636363636363645
home,150-1000,all,3-2,22,135,3,0.022222222222222223,0.01103896103896104,0.0,0.02622304724225958
home,150-1000,all,10-2,22,135,1,0.007407407407407408,0.0030303030303030303,0.0,0.008969696969696964
home,150-1000,all,4-2,22,135,1,0.007407407407407408,0.002272727272727273,0.0,0.006727272727272729
away,0-40,1,0-3,4,375,98,0.2613333333333333,0.2612961926091826,0.16274850517026268,0.35984388004810247
away,0-40,6,0-3,2,194,47,0.2422680412371134,0.24234693877551022,0.22734693877551024,0.25734693877551024
away,0-40,1,0-2,4,375,82,0.21866666666666668,0.21908442475290907,0.1593503315477701,0.278818517958048
away,0-40,1,0-1,4,375,69,0.184,0.1841350601295097,0.1396351903476375,0.2286349299113819
away,0-40,6,0-4,2,194,35,0.18041237113402062,0.1802721088435374,0.15360544217687072,0.20693877551020406
away,0-40,1,1-3,4,375,56,0.14933333333333335,0.14901224499732216,0.08699998644153875,0.21102450355310556
away,0-40,6,0-5,2,194,28,0.14432989690721648,0.1445578231292517,0.10122448979591836,0.18789115646258503
away,0-40,6,0-2,2,194,27,0.13917525773195877,0.13913690476190477,0.1318452380952381,0.14642857142857144
away,0-40,6,1-3,2,194,18,0.09278350515463918,0.09300595238095238,0.05071428571428572,0.13529761904761906
away,0-40,1,0-4,4,375,26,0.06933333333333333,0.0692682214323969,0.03930225190343935,0.09923419096135445
away,0-40,6,0-6,2,194,12,0.061855670103092786,0.06164965986394558,0.022482993197278915,0.10081632653061223
away,0-40,1,1-2,4,375,21,0.056,0.05597034909197137,0.03633018241580488,0.07561051576813786
away,0-40,6,0-7,2,194,6,0.030927835051546393,0.03082482993197279,0.011241496598639458,0.050408163265306116
away,0-40,1,1-4,4,375,11,0.029333333333333333,0.029344783095574277,0.00783364312907757,0.050855923062070985
away,0-40,6,1-4,2,194,5,0.02577319587628866,0.026041666666666668,0.0,0.07708333333333334
away,0-40,6,1-6,2,194,5,0.02577319587628866,0.025510204081632654,0.0,0.07551020408163266
away,0-40,1,0-5,4,375,9,0.024,0.02396599152831199,0.004256018694457651,0.04367596436216633
away,0-40,6,1-2,2,194,4,0.020618556701030927,0.020620748299319726,0.02020408163265306,0.021037414965986392
away,0-40,6,1-5,2,194,2,0.010309278350515464,0.010416666666666666,0.0,0.03083333333333333
away,0-40,6,0-1,2,194,2,0.010309278350515464,0.010310374149659863,0.01010204081632653,0.010518707482993196
away,0-40,1,1-5,4,375,2,0.005333333333333333,0.005291153415453527,0.0,0.011278824775221873
away,0-40,6,0-8,2,194,1,0.005154639175257732,0.00510204081632653,0.0,0.015102040816326528
away,0-40,6,1-8,2,194,1,0.005154639175257732,0.00510204081632653,0.0,0.015102040816326528
away,0-40,6,2-4,2,194,1,0.005154639175257732,0.00510204081632653,0.0,0.015102040816326528
away,0-40,1,2-4,4,375,1,0.0026666666666666666,0.002631578947368421,0.0,0.007789473684210527
away,40-60,6,0-2,15,1331,356,0.26746806912096166,0.26895390174537465,0.23081220365866373,0.30709559983208556
away,40-60,9,1-2,6,482,127,0.26348547717842324,0.2667776492636241,0.15703347925778077,0.3765218192694674
away,40-60,9,0-2,6,482,109,0.22614107883817428,0.2297043263733306,0.1500491719787787,0.3093594807678825
away,40-60,1,0-2,15,1271,292,0.22974036191974823,0.22618869330746308,0.18568677174839485,0.2666906148665313
away,40-60,1,0-1,15,1271,272,0.21400472069236823,0.22180532625964566,0.1821250031208402,0.2614856493984511
away,40-60,6,0-3,15,1331,270,0.20285499624342598,0.195213518155058,0.14196384115836075,0.24846319515175525
away,40-60,9,0-1,6,482,91,0.1887966804979253,0.193030991137583,0.10860843670357265,0.2774535455715934
away,40-60,6,1-3,15,1331,235,0.17655897821187078,0.1781437425428933,0.15336759982605166,0.20291988525973495
away,40-60,1,1-2,15,1271,211,0.16601101494885917,0.1756680446879836,0.12749739106320976,0.22383869831275746
away,40-60,1,1-3,15,1271,192,0.15106215578284815,0.15189667879244853,0.1213669112036334,0.18242644638126368
away,40-60,1,0-3,15,1271,194,0.15263571990558616,0.14252718347967178,0.09382040844974517,0.1912339585095984
away,40-60,6,1-2,15,1331,176,0.1322314049586777,0.13732159305562394,0.09744343976314479,0.1771997463481031
away,40-60,9,1-3,6,482,59,0.12240663900414937,0.11603770625509757,0.056850778519798674,0.17522463399039648
away,40-60,9,0-3,6,482,47,0.0975103734439834,0.0947518158948734,0.05135176154384125,0.13815187024590556
away,40-60,6,0-1,15,1331,77,0.05785123966942149,0.06354255320440083,0.024296950241340855,0.10278815616746081
away,40-60,6,0-4,15,1331,78,0.058602554470323066,0.05532568058256007,0.0320948426522951,0.07855651851282505
away,40-60,6,1-4,15,1331,67,0.05033809166040571,0.04830110869196252,0.031129010339018517,0.06547320704490651
away,40-60,9,0-4,6,482,15,0.03112033195020747,0.03068465156473572,0.006033780415011406,0.05533552271446003
away,40-60,1,0-4,15,1271,40,0.03147128245476003,0.029173531016823667,0.013105001771410354,0.04524206026223698
away,40-60,9,1-4,6,482,14,0.029045643153526972,0.027492289150774424,0.005922701042491964,0.049061877259056884
away,40-60,9,2-3,6,482,12,0.024896265560165973,0.024694197029400396,0.0015059695937082035,0.04788242446509259
away,40-60,1,1-4,15,1271,30,0.023603461841070025,0.022610484133220723,0.013193810787201783,0.03202715747923966
away,40-60,6,0-5,15,1331,27,0.0202854996243426,0.019399098978911115,0.008974891120092419,0.02982330683772981
away,40-60,6,2-3,15,1331,15,0.011269722013523666,0.011426367777285324,0.005241162192344647,0.017611573362226
away,40-60,1,2-3,15,1271,14,0.011014948859166011,0.011071919909136451,0.006036314068783265,0.016107525749489638
away,40-60,9,2-4,6,482,5,0.01037344398340249,0.0105344923893311,0.0,0.02141878900134072
away,40-60,1,0-5,15,1271,12,0.00944138473642801,0.00876966428914747,0.004129169968136854,0.013410158610158086
away,40-60,6,2-4,15,1331,10,0.007513148009015778,0.007980973127132685,0.002838164137738886,0.013123782116526483
away,40-60,6,1-5,15,1331,9,0.0067618332081141996,0.006579904589954912,0.002406839525521701,0.010752969654388125
away,40-60,1,1-5,15,1271,8,0.006294256490952006,0.005990680355148338,0.0009558281002620865,0.01102553261003459
away,40-60,9,0-5,6,482,2,0.004149377593360996,0.004480286738351254,0.0,0.010198295406515309
away,40-60,6,0-6,15,1331,6,0.004507888805409466,0.004212983152395876,0.0008287212362229593,0.007597245068568794
away,40-60,6,1-6,15,1331,4,0.003005259203606311,0.0029251737230460637,0.00037223346587708086,0.005478113980215046
away,40-60,1,2-4,15,1271,4,0.003147128245476003,0.0028836523551691706,0.0003782269695310138,0.005389077740807328
away,40-60,9,1-6,6,482,1,0.002074688796680498,0.0018115942028985507,0.0,0.0053623188405797105
away,40-60,1,0-7,15,1271,1,0.0007867820613690008,0.0007407407407407408,0.0,0.0021925925925925923
away,40-60,1,0-6,15,1271,1,0.0007867820613690008,0.0006734006734006734,0.0,0.0019932659932659935
away,40-60,6,2-5,15,1331,1,0.0007513148009015778,0.0006734006734006734,0.0,0.0019932659932659935
away,60-80,9,1-2,5,274,103,0.3759124087591241,0.3775667429443173,0.3266986533171873,0.4284348325714473
away,60-80,1,0-1,47,3240,1028,0.3172839506172839,0.3319491730024109,0.30399911726007295,0.35989922874474883
away,60-80,1,1-2,47,3240,914,0.2820987654320988,0.2852594552708925,0.2621915369640141,0.30832737357777096
away,60-80,6,1-2,26,2085,530,0.2541966426858513,0.2659054154323025,0.2253111978481151,0.3064996330164899
away,60-80,6,0-2,26,2085,530,0.2541966426858513,0.25412288838840386,0.2287570537688598,0.2794887230079479
away,60-80,9,0-2,5,274,67,0.24452554744525548,0.22985354691075513,0.16835635478665273,0.29135073903485753
away,60-80,1,0-2,47,3240,655,0.2021604938271605,0.19477575864861352,0.17547393749221676,0.21407757980501027
away,60-80,6,1-3,26,2085,417,0.2,0.19402861667928126,0.16234086583619187,0.22571636752237065
away,60-80,9,0-1,5,274,41,0.14963503649635038,0.17297025171624714,0.10493446940823394,0.24100603402426035
away,60-80,9,1-3,5,274,34,0.12408759124087591,0.12798321891685735,0.10133987430807212,0.15462656352564258
away,60-80,1,1-3,47,3240,387,0.11944444444444445,0.11541598878528296,0.09981440378498908,0.13101757378557685
away,60-80,6,0-1,26,2085,192,0.0920863309352518,0.09517927759829249,0.06672632826034464,0.12363222693624035
away,60-80,6,0-3,26,2085,205,0.09832134292565947,0.09327775726672513,0.0714617682317651,0.11509374630168516
away,60-80,9,0-3,5,274,16,0.058394160583941604,0.04840884820747521,0.01718542135012855,0.07963227506482187
